,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
389,c-o-2,X-coord,-1.0-1.0,1.25,1325.0,95.0,6.690140845070423
485,c-o-3,X-coord,-1.0-1.0,1.25,1402.0,18.0,1.267605633802817
581,c-o-4,X-coord,-1.0-1.0,1.25,1225.0,195.0,13.732394366197184
677,c-o-5,X-coord,-1.0-1.0,1.25,1352.0,68.0,4.788732394366197
773,c-o-6,X-coord,-1.0-1.0,1.25,1267.0,153.0,10.774647887323944
869,c-o-7,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
965,c-o-8,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1061,c-p-1,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1157,c-s-1,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1253,n-o-1,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1349,n-o-2,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1445,n-o-3,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1541,n-o-4,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1637,n-o-5,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1733,n-o-6,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1829,p-n-1,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1925,p-n-2,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2021,p-n-3,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2117,p-n-4,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2213,p-o-10,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2309,p-o-11,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2405,p-o-12,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2501,p-o-13,X-coord,-1.0-1.0,1.25,1347.0,73.0,5.140845070422535
2597,p-o-14,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2693,p-o-15,X-coord,-1.0-1.0,1.25,1130.0,290.0,20.422535211267604
2789,p-o-16,X-coord,-1.0-1.0,1.25,1401.0,19.0,1.3380281690140845
2885,p-o-17,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2981,p-o-18,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3077,p-o-19,X-coord,-1.0-1.0,1.25,1396.0,24.0,1.6901408450704225
3173,p-o-20,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3269,p-o-21,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3365,p-o-22,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3461,p-o-23,X-coord,-1.0-1.0,1.25,1396.0,24.0,1.6901408450704225
3557,p-o-24,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3653,p-o-25,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3749,p-o-26,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3845,p-o-27,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3941,p-o-28,X-coord,-1.0-1.0,1.25,1364.0,56.0,3.943661971830986
4037,p-o-29,X-coord,-1.0-1.0,1.25,1397.0,23.0,1.619718309859155
4133,p-o-30,X-coord,-1.0-1.0,1.25,1308.0,112.0,7.887323943661972
4229,p-o-31,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4325,p-o-32,X-coord,-1.0-1.0,1.25,1172.0,248.0,17.464788732394368
4421,p-o-33,X-coord,-1.0-1.0,1.25,1276.0,144.0,10.140845070422536
4517,p-o-34,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4613,p-o-35,X-coord,-1.0-1.0,1.25,1408.0,12.0,0.8450704225352113
4709,p-o-36,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4805,p-o-37,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4901,p-o-38,X-coord,-1.0-1.0,1.25,1254.0,166.0,11.690140845070422
4997,p-o-39,X-coord,-1.0-1.0,1.25,1254.0,166.0,11.690140845070422
5093,p-o-40,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5189,p-o-41,X-coord,-1.0-1.0,1.25,1280.0,140.0,9.859154929577464
5285,p-o-42,X-coord,-1.0-1.0,1.25,1380.0,40.0,2.816901408450704
5381,p-o-43,X-coord,-1.0-1.0,1.25,1274.0,146.0,10.28169014084507
5477,p-o-44,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5573,p-o-45,X-coord,-1.0-1.0,1.25,1235.0,185.0,13.028169014084508
5669,p-o-46,X-coord,-1.0-1.0,1.25,1196.0,224.0,15.774647887323944
5765,p-o-47,X-coord,-1.0-1.0,1.25,1367.0,53.0,3.732394366197183
5861,p-o-48,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5957,p-o-8,X-coord,-1.0-1.0,1.25,1233.0,187.0,13.169014084507042
6053,p-o-9,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
6,c-n-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
102,c-n-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
198,c-n-3,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
294,c-o-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
390,c-o-2,X-coord,-1.0-1.0,1.5,1394.0,26.0,1.8309859154929577
486,c-o-3,X-coord,-1.0-1.0,1.5,1412.0,8.0,0.5633802816901409
582,c-o-4,X-coord,-1.0-1.0,1.5,1334.0,86.0,6.056338028169014
678,c-o-5,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
774,c-o-6,X-coord,-1.0-1.0,1.5,1357.0,63.0,4.436619718309859
870,c-o-7,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
966,c-o-8,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1062,c-p-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1158,c-s-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1254,n-o-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1350,n-o-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1446,n-o-3,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1542,n-o-4,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1638,n-o-5,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1734,n-o-6,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1830,p-n-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1926,p-n-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2022,p-n-3,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2118,p-n-4,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2214,p-o-10,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2310,p-o-11,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2406,p-o-12,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2502,p-o-13,X-coord,-1.0-1.0,1.5,1362.0,58.0,4.084507042253521
2598,p-o-14,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2694,p-o-15,X-coord,-1.0-1.0,1.5,1239.0,181.0,12.746478873239436
2790,p-o-16,X-coord,-1.0-1.0,1.5,1415.0,5.0,0.352112676056338
2886,p-o-17,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2982,p-o-18,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3078,p-o-19,X-coord,-1.0-1.0,1.5,1419.0,1.0,0.07042253521126761
3174,p-o-20,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3270,p-o-21,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3366,p-o-22,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3462,p-o-23,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3558,p-o-24,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3654,p-o-25,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3750,p-o-26,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3846,p-o-27,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3942,p-o-28,X-coord,-1.0-1.0,1.5,1401.0,19.0,1.3380281690140845
4038,p-o-29,X-coord,-1.0-1.0,1.5,1406.0,14.0,0.9859154929577465
4134,p-o-30,X-coord,-1.0-1.0,1.5,1356.0,64.0,4.507042253521127
4230,p-o-31,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4326,p-o-32,X-coord,-1.0-1.0,1.5,1196.0,224.0,15.774647887323944
4422,p-o-33,X-coord,-1.0-1.0,1.5,1336.0,84.0,5.915492957746479
4518,p-o-34,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4614,p-o-35,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4710,p-o-36,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4806,p-o-37,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4902,p-o-38,X-coord,-1.0-1.0,1.5,1343.0,77.0,5.422535211267606
4998,p-o-39,X-coord,-1.0-1.0,1.5,1336.0,84.0,5.915492957746479
5094,p-o-40,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5190,p-o-41,X-coord,-1.0-1.0,1.5,1348.0,72.0,5.070422535211268
5286,p-o-42,X-coord,-1.0-1.0,1.5,1405.0,15.0,1.056338028169014
5382,p-o-43,X-coord,-1.0-1.0,1.5,1375.0,45.0,3.1690140845070425
5478,p-o-44,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5574,p-o-45,X-coord,-1.0-1.0,1.5,1287.0,133.0,9.366197183098592
5670,p-o-46,X-coord,-1.0-1.0,1.5,1255.0,165.0,11.619718309859154
5766,p-o-47,X-coord,-1.0-1.0,1.5,1406.0,14.0,0.9859154929577465
5862,p-o-48,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5958,p-o-8,X-coord,-1.0-1.0,1.5,1307.0,113.0,7.957746478873239
6054,p-o-9,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
7,c-n-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
103,c-n-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
199,c-n-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
295,c-o-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
391,c-o-2,X-coord,-1.0-1.0,1.75,1414.0,6.0,0.4225352112676056
487,c-o-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
583,c-o-4,X-coord,-1.0-1.0,1.75,1386.0,34.0,2.3943661971830985
679,c-o-5,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
775,c-o-6,X-coord,-1.0-1.0,1.75,1393.0,27.0,1.9014084507042253
871,c-o-7,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
967,c-o-8,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1063,c-p-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1159,c-s-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1255,n-o-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1351,n-o-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1447,n-o-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1543,n-o-4,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1639,n-o-5,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1735,n-o-6,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1831,p-n-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1927,p-n-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2023,p-n-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2119,p-n-4,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2215,p-o-10,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2311,p-o-11,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2407,p-o-12,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2503,p-o-13,X-coord,-1.0-1.0,1.75,1374.0,46.0,3.23943661971831
2599,p-o-14,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2695,p-o-15,X-coord,-1.0-1.0,1.75,1300.0,120.0,8.450704225352112
2791,p-o-16,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2887,p-o-17,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2983,p-o-18,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3079,p-o-19,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3175,p-o-20,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3271,p-o-21,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3367,p-o-22,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3463,p-o-23,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3559,p-o-24,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3655,p-o-25,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3751,p-o-26,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3847,p-o-27,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3943,p-o-28,X-coord,-1.0-1.0,1.75,1416.0,4.0,0.28169014084507044
4039,p-o-29,X-coord,-1.0-1.0,1.75,1414.0,6.0,0.4225352112676056
4135,p-o-30,X-coord,-1.0-1.0,1.75,1392.0,28.0,1.971830985915493
4231,p-o-31,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4327,p-o-32,X-coord,-1.0-1.0,1.75,1218.0,202.0,14.225352112676056
4423,p-o-33,X-coord,-1.0-1.0,1.75,1372.0,48.0,3.380281690140845
4519,p-o-34,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4615,p-o-35,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4711,p-o-36,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4807,p-o-37,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4903,p-o-38,X-coord,-1.0-1.0,1.75,1394.0,26.0,1.8309859154929577
4999,p-o-39,X-coord,-1.0-1.0,1.75,1376.0,44.0,3.0985915492957745
5095,p-o-40,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5191,p-o-41,X-coord,-1.0-1.0,1.75,1388.0,32.0,2.2535211267605635
5287,p-o-42,X-coord,-1.0-1.0,1.75,1417.0,3.0,0.2112676056338028
5383,p-o-43,X-coord,-1.0-1.0,1.75,1408.0,12.0,0.8450704225352113
5479,p-o-44,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5575,p-o-45,X-coord,-1.0-1.0,1.75,1335.0,85.0,5.985915492957746
5671,p-o-46,X-coord,-1.0-1.0,1.75,1298.0,122.0,8.591549295774648
5767,p-o-47,X-coord,-1.0-1.0,1.75,1419.0,1.0,0.07042253521126761
5863,p-o-48,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5959,p-o-8,X-coord,-1.0-1.0,1.75,1372.0,48.0,3.380281690140845
6055,p-o-9,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
8,c-n-1,X-coord,-2.0-2.0,0.0,1804.0,1036.0,36.478873239436616
104,c-n-2,X-coord,-2.0-2.0,0.0,1976.0,864.0,30.422535211267604
200,c-n-3,X-coord,-2.0-2.0,0.0,2100.0,740.0,26.056338028169016
296,c-o-1,X-coord,-2.0-2.0,0.0,1895.0,945.0,33.274647887323944
392,c-o-2,X-coord,-2.0-2.0,0.0,1889.0,951.0,33.485915492957744
488,c-o-3,X-coord,-2.0-2.0,0.0,1455.0,1385.0,48.767605633802816
584,c-o-4,X-coord,-2.0-2.0,0.0,1564.0,1276.0,44.929577464788736
680,c-o-5,X-coord,-2.0-2.0,0.0,1652.0,1188.0,41.83098591549296
776,c-o-6,X-coord,-2.0-2.0,0.0,1528.0,1312.0,46.19718309859155
872,c-o-7,X-coord,-2.0-2.0,0.0,2020.0,820.0,28.87323943661972
968,c-o-8,X-coord,-2.0-2.0,0.0,1990.0,850.0,29.929577464788732
1064,c-p-1,X-coord,-2.0-2.0,0.0,2179.0,661.0,23.274647887323944
1160,c-s-1,X-coord,-2.0-2.0,0.0,1821.0,1019.0,35.88028169014085
1256,n-o-1,X-coord,-2.0-2.0,0.0,2033.0,807.0,28.41549295774648
1352,n-o-2,X-coord,-2.0-2.0,0.0,2005.0,835.0,29.401408450704224
1448,n-o-3,X-coord,-2.0-2.0,0.0,2329.0,511.0,17.992957746478872
1544,n-o-4,X-coord,-2.0-2.0,0.0,2012.0,828.0,29.154929577464788
1640,n-o-5,X-coord,-2.0-2.0,0.0,2338.0,502.0,17.676056338028168
1736,n-o-6,X-coord,-2.0-2.0,0.0,2052.0,788.0,27.746478873239436
1832,p-n-1,X-coord,-2.0-2.0,0.0,2035.0,805.0,28.345070422535212
1928,p-n-2,X-coord,-2.0-2.0,0.0,1744.0,1096.0,38.59154929577465
2024,p-n-3,X-coord,-2.0-2.0,0.0,1678.0,1162.0,40.91549295774648
2120,p-n-4,X-coord,-2.0-2.0,0.0,1464.0,1376.0,48.45070422535211
2216,p-o-10,X-coord,-2.0-2.0,0.0,2259.0,581.0,20.45774647887324
2312,p-o-11,X-coord,-2.0-2.0,0.0,2244.0,596.0,20.985915492957748
2408,p-o-12,X-coord,-2.0-2.0,0.0,2474.0,366.0,12.887323943661972
2504,p-o-13,X-coord,-2.0-2.0,0.0,1613.0,1227.0,43.20422535211268
2600,p-o-14,X-coord,-2.0-2.0,0.0,2488.0,352.0,12.394366197183098
2696,p-o-15,X-coord,-2.0-2.0,0.0,1527.0,1313.0,46.232394366197184
2792,p-o-16,X-coord,-2.0-2.0,0.0,1918.0,922.0,32.46478873239437
2888,p-o-17,X-coord,-2.0-2.0,0.0,2078.0,762.0,26.830985915492956
2984,p-o-18,X-coord,-2.0-2.0,0.0,1639.0,1201.0,42.2887323943662
3080,p-o-19,X-coord,-2.0-2.0,0.0,1634.0,1206.0,42.46478873239437
3176,p-o-20,X-coord,-2.0-2.0,0.0,2081.0,759.0,26.725352112676056
3272,p-o-21,X-coord,-2.0-2.0,0.0,1806.0,1034.0,36.40845070422535
3368,p-o-22,X-coord,-2.0-2.0,0.0,1686.0,1154.0,40.63380281690141
3464,p-o-23,X-coord,-2.0-2.0,0.0,1762.0,1078.0,37.95774647887324
3560,p-o-24,X-coord,-2.0-2.0,0.0,1566.0,1274.0,44.859154929577464
3656,p-o-25,X-coord,-2.0-2.0,0.0,1686.0,1154.0,40.63380281690141
3752,p-o-26,X-coord,-2.0-2.0,0.0,1654.0,1186.0,41.76056338028169
3848,p-o-27,X-coord,-2.0-2.0,0.0,2148.0,692.0,24.366197183098592
3944,p-o-28,X-coord,-2.0-2.0,0.0,1681.0,1159.0,40.809859154929576
4040,p-o-29,X-coord,-2.0-2.0,0.0,1706.0,1134.0,39.929577464788736
4136,p-o-30,X-coord,-2.0-2.0,0.0,1601.0,1239.0,43.62676056338028
4232,p-o-31,X-coord,-2.0-2.0,0.0,1826.0,1014.0,35.70422535211268
4328,p-o-32,X-coord,-2.0-2.0,0.0,1685.0,1155.0,40.66901408450704
4424,p-o-33,X-coord,-2.0-2.0,0.0,1735.0,1105.0,38.90845070422535
4520,p-o-34,X-coord,-2.0-2.0,0.0,2023.0,817.0,28.767605633802816
4616,p-o-35,X-coord,-2.0-2.0,0.0,1531.0,1309.0,46.09154929577465
4712,p-o-36,X-coord,-2.0-2.0,0.0,2121.0,719.0,25.316901408450704
4808,p-o-37,X-coord,-2.0-2.0,0.0,1776.0,1064.0,37.46478873239437
4904,p-o-38,X-coord,-2.0-2.0,0.0,1771.0,1069.0,37.640845070422536
5000,p-o-39,X-coord,-2.0-2.0,0.0,1814.0,1026.0,36.12676056338028
5096,p-o-40,X-coord,-2.0-2.0,0.0,1771.0,1069.0,37.640845070422536
5192,p-o-41,X-coord,-2.0-2.0,0.0,1572.0,1268.0,44.647887323943664
5288,p-o-42,X-coord,-2.0-2.0,0.0,1693.0,1147.0,40.38732394366197
5384,p-o-43,X-coord,-2.0-2.0,0.0,1795.0,1045.0,36.79577464788732
5480,p-o-44,X-coord,-2.0-2.0,0.0,1445.0,1395.0,49.11971830985915
5576,p-o-45,X-coord,-2.0-2.0,0.0,1460.0,1380.0,48.59154929577465
5672,p-o-46,X-coord,-2.0-2.0,0.0,1591.0,1249.0,43.978873239436616
5768,p-o-47,X-coord,-2.0-2.0,0.0,1500.0,1340.0,47.183098591549296
5864,p-o-48,X-coord,-2.0-2.0,0.0,2480.0,360.0,12.67605633802817
5960,p-o-8,X-coord,-2.0-2.0,0.0,1944.0,896.0,31.549295774647888
6056,p-o-9,X-coord,-2.0-2.0,0.0,1801.0,1039.0,36.58450704225352
9,c-n-1,X-coord,-2.0-2.0,0.25,2196.0,644.0,22.676056338028168
105,c-n-2,X-coord,-2.0-2.0,0.25,2281.0,559.0,19.683098591549296
201,c-n-3,X-coord,-2.0-2.0,0.25,2360.0,480.0,16.901408450704224
297,c-o-1,X-coord,-2.0-2.0,0.25,2257.0,583.0,20.528169014084508
393,c-o-2,X-coord,-2.0-2.0,0.25,2146.0,694.0,24.43661971830986
489,c-o-3,X-coord,-2.0-2.0,0.25,1925.0,915.0,32.21830985915493
585,c-o-4,X-coord,-2.0-2.0,0.25,1863.0,977.0,34.401408450704224
681,c-o-5,X-coord,-2.0-2.0,0.25,1951.0,889.0,31.302816901408452
777,c-o-6,X-coord,-2.0-2.0,0.25,1844.0,996.0,35.070422535211264
873,c-o-7,X-coord,-2.0-2.0,0.25,2360.0,480.0,16.901408450704224
969,c-o-8,X-coord,-2.0-2.0,0.25,2391.0,449.0,15.809859154929578
1065,c-p-1,X-coord,-2.0-2.0,0.25,2399.0,441.0,15.528169014084508
1161,c-s-1,X-coord,-2.0-2.0,0.25,2046.0,794.0,27.95774647887324
1257,n-o-1,X-coord,-2.0-2.0,0.25,2365.0,475.0,16.725352112676056
1353,n-o-2,X-coord,-2.0-2.0,0.25,2370.0,470.0,16.549295774647888
1449,n-o-3,X-coord,-2.0-2.0,0.25,2590.0,250.0,8.80281690140845
1545,n-o-4,X-coord,-2.0-2.0,0.25,2379.0,461.0,16.232394366197184
1641,n-o-5,X-coord,-2.0-2.0,0.25,2606.0,234.0,8.23943661971831
1737,n-o-6,X-coord,-2.0-2.0,0.25,2397.0,443.0,15.598591549295774
1833,p-n-1,X-coord,-2.0-2.0,0.25,2518.0,322.0,11.338028169014084
1929,p-n-2,X-coord,-2.0-2.0,0.25,2219.0,621.0,21.866197183098592
2025,p-n-3,X-coord,-2.0-2.0,0.25,2301.0,539.0,18.97887323943662
2121,p-n-4,X-coord,-2.0-2.0,0.25,1847.0,993.0,34.96478873239437
2217,p-o-10,X-coord,-2.0-2.0,0.25,2585.0,255.0,8.97887323943662
2313,p-o-11,X-coord,-2.0-2.0,0.25,2608.0,232.0,8.169014084507042
2409,p-o-12,X-coord,-2.0-2.0,0.25,2784.0,56.0,1.971830985915493
2505,p-o-13,X-coord,-2.0-2.0,0.25,2065.0,775.0,27.288732394366196
2601,p-o-14,X-coord,-2.0-2.0,0.25,2784.0,56.0,1.971830985915493
2697,p-o-15,X-coord,-2.0-2.0,0.25,1657.0,1183.0,41.65492957746479
2793,p-o-16,X-coord,-2.0-2.0,0.25,2263.0,577.0,20.316901408450704
2889,p-o-17,X-coord,-2.0-2.0,0.25,2456.0,384.0,13.52112676056338
2985,p-o-18,X-coord,-2.0-2.0,0.25,2064.0,776.0,27.323943661971832
3081,p-o-19,X-coord,-2.0-2.0,0.25,2017.0,823.0,28.97887323943662
3177,p-o-20,X-coord,-2.0-2.0,0.25,2444.0,396.0,13.943661971830986
3273,p-o-21,X-coord,-2.0-2.0,0.25,2262.0,578.0,20.35211267605634
3369,p-o-22,X-coord,-2.0-2.0,0.25,2099.0,741.0,26.091549295774648
3465,p-o-23,X-coord,-2.0-2.0,0.25,2200.0,640.0,22.535211267605632
3561,p-o-24,X-coord,-2.0-2.0,0.25,1669.0,1171.0,41.232394366197184
3657,p-o-25,X-coord,-2.0-2.0,0.25,2099.0,741.0,26.091549295774648
3753,p-o-26,X-coord,-2.0-2.0,0.25,2082.0,758.0,26.690140845070424
3849,p-o-27,X-coord,-2.0-2.0,0.25,2470.0,370.0,13.028169014084508
3945,p-o-28,X-coord,-2.0-2.0,0.25,1914.0,926.0,32.605633802816904
4041,p-o-29,X-coord,-2.0-2.0,0.25,2096.0,744.0,26.197183098591548
4137,p-o-30,X-coord,-2.0-2.0,0.25,2001.0,839.0,29.54225352112676
4233,p-o-31,X-coord,-2.0-2.0,0.25,2149.0,691.0,24.330985915492956
4329,p-o-32,X-coord,-2.0-2.0,0.25,2047.0,793.0,27.922535211267604
4425,p-o-33,X-coord,-2.0-2.0,0.25,2049.0,791.0,27.85211267605634
4521,p-o-34,X-coord,-2.0-2.0,0.25,2454.0,386.0,13.591549295774648
4617,p-o-35,X-coord,-2.0-2.0,0.25,1885.0,955.0,33.62676056338028
4713,p-o-36,X-coord,-2.0-2.0,0.25,2409.0,431.0,15.17605633802817
4809,p-o-37,X-coord,-2.0-2.0,0.25,2178.0,662.0,23.309859154929576
4905,p-o-38,X-coord,-2.0-2.0,0.25,2113.0,727.0,25.598591549295776
5001,p-o-39,X-coord,-2.0-2.0,0.25,2170.0,670.0,23.591549295774648
5097,p-o-40,X-coord,-2.0-2.0,0.25,2442.0,398.0,14.014084507042254
5193,p-o-41,X-coord,-2.0-2.0,0.25,1911.0,929.0,32.7112676056338
5289,p-o-42,X-coord,-2.0-2.0,0.25,2101.0,739.0,26.02112676056338
5385,p-o-43,X-coord,-2.0-2.0,0.25,1423.0,1417.0,49.894366197183096
5481,p-o-44,X-coord,-2.0-2.0,0.25,1839.0,1001.0,35.24647887323944
5577,p-o-45,X-coord,-2.0-2.0,0.25,1840.0,1000.0,35.2112676056338
5673,p-o-46,X-coord,-2.0-2.0,0.25,1620.0,1220.0,42.95774647887324
5769,p-o-47,X-coord,-2.0-2.0,0.25,1846.0,994.0,35.0
5865,p-o-48,X-coord,-2.0-2.0,0.25,2779.0,61.0,2.147887323943662
5961,p-o-8,X-coord,-2.0-2.0,0.25,2245.0,595.0,20.950704225352112
6057,p-o-9,X-coord,-2.0-2.0,0.25,2269.0,571.0,20.1056338028169
10,c-n-1,X-coord,-2.0-2.0,0.5,2467.0,373.0,13.133802816901408
106,c-n-2,X-coord,-2.0-2.0,0.5,2584.0,256.0,9.014084507042254
202,c-n-3,X-coord,-2.0-2.0,0.5,2650.0,190.0,6.690140845070423
298,c-o-1,X-coord,-2.0-2.0,0.5,2541.0,299.0,10.528169014084508
394,c-o-2,X-coord,-2.0-2.0,0.5,2325.0,515.0,18.133802816901408
490,c-o-3,X-coord,-2.0-2.0,0.5,2252.0,588.0,20.704225352112676
586,c-o-4,X-coord,-2.0-2.0,0.5,2113.0,727.0,25.598591549295776
682,c-o-5,X-coord,-2.0-2.0,0.5,2246.0,594.0,20.91549295774648
778,c-o-6,X-coord,-2.0-2.0,0.5,2092.0,748.0,26.338028169014084
874,c-o-7,X-coord,-2.0-2.0,0.5,2669.0,171.0,6.02112676056338
970,c-o-8,X-coord,-2.0-2.0,0.5,2694.0,146.0,5.140845070422535
1066,c-p-1,X-coord,-2.0-2.0,0.5,2683.0,157.0,5.528169014084507
